,Address,City,Zip,Beds,Baths,Home size,Lot size,Year built,Garage,Home type,Price
0,"""14042 Behrens Ave",['Norwalk'],90650,3.0,2.0,1330.0,0.123,1950.0,2.0,Single Family Residence,760000.0
1,"""14122 Longworth Ave",['Norwalk'],90650,3.0,2.0,1538.0,0.118,1950.0,2.0,Single Family Residence,785000.0
2,"""14622 Funston Ave",['Norwalk'],90650,3.0,1.0,1278.0,0.143,1948.0,2.0,Single Family Residence,750000.0
3,"""10620 Ohm Ave",['Norwalk'],90650,3.0,2.0,1200.0,0.13,1957.0,0.0,Single Family Residence,724000.0
4,"""15407 Crossdale",['Norwalk'],90650,3.0,1.0,1136.0,0.122,1955.0,2.0,Single Family Residence,680000.0
5,"""13418 Lancelot Ave",['Norwalk'],90650,3.0,2.0,1241.0,0.123,1956.0,2.0,Single Family Residence,600000.0
6,"""11504 Excelsior Dr",['Norwalk'],90650,3.0,2.0,1385.0,0.155,1949.0,2.0,Single Family Residence,760000.0
7,"""14415 Longworth Ave",['Norwalk'],90650,2.0,1.0,832.0,0.134,1948.0,3.0,Single Family Residence,675000.0
8,"""11134 Borson St",['Norwalk'],90650,3.0,2.0,1207.0,0.118,1955.0,2.0,Single Family Residence,739000.0
9,"""14614 Madris Ave",['Norwalk'],90650,2.0,1.0,752.0,0.141,1949.0,1.0,Single Family Residence,690000.0
10,"""13731 Lancelot Ave",['Norwalk'],90650,3.0,1.0,1266.0,0.137,1957.0,2.0,Single Family Residence,749900.0
11,"""12123 Ferina St",['Norwalk'],90650,2.0,1.0,750.0,0.133,1949.0,1.0,Single Family Residence,587900.0
12,"""12157 Lowemont St",['Norwalk'],90650,2.0,1.0,865.0,0.12,1952.0,1.0,Single Family Residence,615000.0
13,"""11562 Potter St",['Norwalk'],90650,4.0,1.0,1216.0,0.137,1947.0,2.0,Single Family Residence,859999.0
14,"""12621 Rexton St",['Norwalk'],90650,3.0,2.0,1909.0,0.112,1956.0,1.0,Single Family Residence,749900.0
15,"""14051 Halcourt Ave",['Norwalk'],90650,3.0,1.0,888.0,0.127,1950.0,2.0,Single Family Residence,599000.0
16,"""15503 Studebaker Rd",['Norwalk'],90650,5.0,2.0,1501.0,0.126,1951.0,2.0,Single Family Residence,749900.0
17,"""10626 Everest St",['Norwalk'],90650,3.0,2.0,1224.0,0.118,1951.0,2.0,Single Family Residence,750000.0
18,"""11731 Cardell St",['Norwalk'],90650,3.0,2.0,1111.0,0.115,1949.0,1.0,Single Family Residence,699900.0
19,"""14429 Devlin Ave",['Norwalk'],90650,3.0,2.0,1477.0,0.129,1939.0,2.0,Single Family Residence,629900.0
20,"""11508 Barnwall St",['Norwalk'],90650,3.0,2.0,1507.0,0.132,1949.0,0.0,Single Family Residence,759000.0
21,"""16332 Harvest Ave",['Norwalk'],90650,3.0,1.0,1537.0,0.115,1959.0,2.0,Single Family Residence,765000.0
22,"""16107 Horst Ave",['Norwalk'],90650,4.0,2.5,1472.0,0.13,1930.0,3.0,Single Family Residence,740000.0
23,"""11615 Everston St",['Norwalk'],90650,3.0,2.0,1095.0,0.131,1950.0,1.0,Single Family Residence,699000.0
24,"""12018 Hopland St",['Norwalk'],90650,2.0,1.0,740.0,0.06,1957.0,0.0,Single Family Residence,489000.0
25,"""11249 Crossdale Ave",['Norwalk'],90650,4.0,3.0,2172.0,0.125,1951.0,0.0,Single Family Residence,895000.0
26,"""11431 Studebaker Rd",['Norwalk'],90650,4.0,2.0,1724.0,0.148,1952.0,1.0,Single Family Residence,755000.0
27,"""12012 Cedarvale St",['Norwalk'],90650,4.0,2.0,1448.0,0.104,1908.0,0.0,Single Family Residence,750000.0
28,"""16224 Maidstone Ave",['Norwalk'],90650,4.0,2.0,1424.0,0.12,1959.0,2.0,Single Family Residence,759900.0
29,"""16332 Gridley Rd",['Norwalk'],90650,3.0,2.0,1247.0,0.115,1959.0,2.0,Single Family Residence,759900.0
30,"""14535 Lefloss Ave",['Norwalk'],90650,3.0,2.0,2086.0,0.126,1950.0,1.0,Single Family Residence,765000.0
0,"""9612 Beachy Ave",['Arleta'],91331,4.0,1.5,1850.0,0.407,1947.0,0.0,Single Family Residence,929000.0
1,"""9691 Elon Ave",['Arleta'],91331,3.0,1.5,1222.0,0.247,1952.0,2.0,Single Family Residence,799000.0
2,"""13170 Tonopah St",['Arleta'],91331,3.0,1.5,1519.0,0.155,1954.0,2.0,Single Family Residence,829000.0
3,"""13140 Branford St",['Arleta'],91331,3.0,2.0,1710.0,0.218,1953.0,6.0,Single Family Residence,949900.0
4,"""8900 Greenbush Ave",['Arleta'],91331,3.0,2.0,1397.0,0.141,1950.0,1.0,Single Family Residence,729000.0
5,"""10073 Vena Ave",['Arleta'],91331,3.0,2.0,1342.0,0.149,1942.0,0.0,Single Family Residence,749900.0
6,"""12478 Claretta St",['Pacoima'],91331,3.0,2.0,1342.0,0.158,1960.0,0.0,Single Family Residence,750000.0
7,"""8771 Snowden Ave",['Arleta'],91331,3.0,2.0,1107.0,0.161,1951.0,0.0,Single Family Residence,700000.0
8,"""14005 Gain St",['Arleta'],91331,3.0,2.0,1726.0,0.14,1951.0,2.0,Single Family Residence,785000.0
9,"""12971 Correnti St",['Pacoima'],91331,2.0,1.0,890.0,0.122,1961.0,1.0,Single Family Residence,599900.0
10,"""10251 Haddon Ave",['Pacoima'],91331,5.0,3.0,2220.0,0.173,1947.0,2.0,Single Family Residence,850000.0
11,"""10449 Ilex Ave",['Pacoima'],91331,6.0,3.0,2006.0,0.141,1953.0,0.0,Single Family Residence,800000.0
12,"""13100 Filmore St",['Pacoima'],91331,2.0,1.0,769.0,0.134,1952.0,1.0,Single Family Residence,545000.0
13,"""11020 Herrick Ave",['Pacoima'],91331,3.0,1.0,936.0,0.186,1951.0,2.0,Single Family Residence,609900.0
0,"""4867 Filmore St",['Bell'],90201,4.0,3.0,1604.0,0.121,1930.0,2.0,Single Family Residence,800000.0
1,"""6638 Walker Ave",['Bell'],90201,4.0,3.0,1692.0,0.037,2003.0,2.0,Single Family Residence,690000.0
2,"""6606 Wilcox Ave",['Bell'],90201,3.0,2.0,1482.0,0.115,1948.0,2.0,Single Family Residence,620000.0
3,"""5110 Southall Ln",['Bell'],90201,2.0,1.0,902.0,0.1,1946.0,1.0,Single Family Residence,650000.0
4,"""4119 Bell Ave",['Bell'],90201,2.0,1.0,832.0,0.069,1928.0,2.0,Single Family Residence,595000.0
5,"""6732 Hannon St",['Bell Gardens'],90201,3.0,2.0,1884.0,0.221,1941.0,2.0,Single Family Residence,739900.0
6,"""6033 Buell St",['Bell Gardens'],90201,5.0,3.0,2084.0,0.146,1940.0,0.0,Single Family Residence,839000.0
7,"""6218 Home Ave",['Bell'],90201,4.0,2.0,1830.0,0.125,1924.0,2.0,Single Family Residence,795000.0
0,"""8914 Menlo Ave",['Los Angeles'],90044,3.0,1.0,1066.0,0.119,1913.0,1.0,Single Family Residence,500000.0
1,"""642 W Athens Bld",['Los Angeles'],90044,2.0,2.0,1485.0,0.143,1958.0,0.0,Single Family Residence,799000.0
2,"""523 W 62nd St",['Los Angeles'],90044,2.0,2.0,1106.0,0.124,1909.0,1.0,Single Family Residence,659900.0
3,"""6608 S Hoover St",['Los Angeles'],90044,3.0,2.0,1784.0,0.121,1916.0,0.0,Single Family Residence,615000.0
4,"""609 W 103rd St",['Los Angeles'],90044,2.0,1.0,780.0,0.097,1927.0,1.0,Single Family Residence,499000.0
5,"""1036 W 96th St",['Los Angeles'],90044,4.0,2.5,1785.0,0.149,1944.0,2.0,Single Family Residence,855000.0
6,"""1254 W 80th St",['Los Angeles'],90044,2.0,2.0,1494.0,0.094,1936.0,2.0,Single Family Residence,760000.0
7,"""7039 Denver Ave",['Los Angeles'],90044,3.0,2.0,1538.0,0.124,1980.0,2.0,Single Family Residence,775000.0
8,"""528 W 104th St",['Los Angeles'],90044,3.0,2.0,1256.0,0.106,1936.0,2.0,Single Family Residence,679000.0
9,"""528 W 91st St",['Los Angeles'],90044,3.0,2.5,2178.0,0.14,1926.0,2.0,Single Family Residence,850000.0
10,"""11918 S Hoover St",['Los Angeles'],90044,3.0,2.0,1820.0,0.119,1949.0,2.0,Single Family Residence,720000.0
11,"""1248 W 65th Pl",['Los Angeles'],90044,3.0,3.0,958.0,0.092,1923.0,0.0,Single Family Residence,630000.0
12,"""807 W 101st St",['Los Angeles'],90044,3.0,2.0,1495.0,0.146,1929.0,2.0,Single Family Residence,619900.0
13,"""837 W 104th St",['Los Angeles'],90044,3.0,1.0,1198.0,0.092,1927.0,1.0,Single Family Residence,585000.0
14,"""604 W 103rd St",['Los Angeles'],90044,3.0,2.0,1242.0,0.097,1927.0,2.0,Single Family Residence,699999.0
15,"""1222 W 67th St",['Los Angeles'],90044,4.0,2.0,1007.0,0.06,1924.0,0.0,Single Family Residence,560000.0
16,"""6567 Kansas Ave",['Los Angeles'],90044,3.0,2.0,906.0,0.054,1921.0,0.0,Single Family Residence,579900.0
17,"""9409 Baring Cross St",['Los Angeles'],90044,1.0,1.0,1437.0,0.058,1947.0,2.0,Single Family Residence,474000.0
18,"""8923 Baring Cross St",['Los Angeles'],90044,3.0,1.0,1062.0,0.119,1923.0,0.0,Single Family Residence,695000.0
19,"""756 W Century Bld",['Los Angeles'],90044,3.0,2.0,1606.0,0.106,1927.0,0.0,Single Family Residence,649999.0
20,"""1300 W 77th St",['Los Angeles'],90044,3.0,2.0,1156.0,0.121,1920.0,1.0,Single Family Residence,655000.0
0,"""15047 Valencia",['Fontana'],92335,4.0,2.0,1690.0,0.166,2000.0,2.0,Single Family Residence,595000.0
1,"""17166 Manzanita Dr",['Fontana'],92335,4.0,2.5,2389.0,0.232,1962.0,4.0,Single Family Residence,649000.0
2,"""9326 Bunny Ln",['Fontana'],92335,4.0,3.0,1935.0,0.179,1990.0,2.0,Single Family Residence,619000.0
3,"""13865 Cobblestone Ct",['Fontana'],92335,3.0,2.0,1247.0,0.196,1991.0,2.0,Single Family Residence,574000.0
4,"""18043 Vine St",['Fontana'],92335,3.0,2.0,1012.0,0.166,1954.0,2.0,Single Family Residence,539999.0
5,"""9126 Williams Ct",['Fontana'],92335,3.0,2.0,1551.0,0.174,1979.0,2.0,Single Family Residence,519999.0
6,"""8496 Frankfort Ave",['Fontana'],92335,3.0,2.0,1215.0,0.217,1987.0,2.0,Single Family Residence,509800.0
7,"""8674 Rosena Ave",['Fontana'],92335,3.0,1.0,1358.0,0.106,1948.0,1.0,Single Family Residence,529000.0
8,"""17885 Athol St",['Fontana'],92335,3.0,2.0,1557.0,0.166,1973.0,2.0,Single Family Residence,599900.0
9,"""9417 Mango Ave",['Fontana'],92335,3.0,2.0,1232.0,0.215,1956.0,2.0,Single Family Residence,548888.0
10,"""9433 Sultana Ave",['San Bernardino'],92335,3.0,2.0,1043.0,0.103,1989.0,2.0,Single Family Residence,495000.0
11,"""17173 Owen St",['Fontana'],92335,3.0,1.0,1144.0,0.193,1952.0,1.0,Single Family Residence,449900.0
12,"""9452 Marcona Ave",['Fontana'],92335,4.0,2.0,1362.0,0.187,2001.0,2.0,Single Family Residence,550000.0
13,"""8373 Monaco Ct",['Fontana'],92335,3.0,1.0,1771.0,0.169,1996.0,3.0,Single Family Residence,660000.0
14,"""9548 Marcona Ave",['Fontana'],92335,4.0,2.5,1362.0,0.182,2001.0,2.0,Single Family Residence,635000.0
15,"""16806 Fontlee Ln",['Fontana'],92335,4.0,2.0,1994.0,0.207,1948.0,0.0,Single Family Residence,619900.0
16,"""8941 Guava Ct",['Fontana'],92335,4.0,2.0,1913.0,0.191,1998.0,2.0,Single Family Residence,570000.0
17,"""8221 Oleander Ave",['Fontana'],92335,3.0,1.0,1049.0,0.189,1946.0,2.0,Single Family Residence,489000.0
18,"""16182 Ceres Ave",['Fontana'],92335,5.0,3.0,2878.0,0.846,1963.0,2.0,Single Family Residence,1000000.0
19,"""15891 Dianthus St",['Fontana'],92335,4.0,3.0,2023.0,0.166,2007.0,3.0,Single Family Residence,624995.0
20,"""8591 Dumond Dr",['Fontana'],92335,2.0,1.0,743.0,0.206,1951.0,1.0,Single Family Residence,425000.0
21,"""8256 Boxwood Ave",['Fontana'],92335,4.0,2.0,1606.0,0.216,1969.0,2.0,Single Family Residence,595000.0
22,"""8616 Tamarind Ave",['Fontana'],92335,3.0,2.0,1194.0,0.166,1968.0,2.0,Single Family Residence,520000.0
23,"""9105 Tangelo Ave",['Fontana'],92335,4.0,1.0,2080.0,0.217,1965.0,2.0,Single Family Residence,625000.0
24,"""17150 Citron Ct",['Fontana'],92335,3.0,2.5,1713.0,0.344,1984.0,2.0,Single Family Residence,625000.0
25,"""9318 Marcona Ave",['Fontana'],92335,4.0,2.0,1362.0,0.168,2001.0,2.0,Single Family Residence,559000.0
26,"""15800 Del Rey Ct",['Fontana'],92335,4.0,2.0,1430.0,0.165,1979.0,2.0,Single Family Residence,539900.0
27,"""15611 Ceres Ave",['Fontana'],92335,3.0,1.0,1196.0,0.205,1953.0,0.0,Single Family Residence,529900.0
28,"""9014 Juniper Ave",['Fontana'],92335,1.0,1.0,550.0,0.215,1947.0,0.0,Single Family Residence,384750.0
29,"""17471 Anastasia Ave",['Fontana'],92335,3.0,1.5,1632.0,0.551,1963.0,2.0,Single Family Residence,679999.0
30,"""9863 Greenwood Ct",['Fontana'],92335,3.0,2.0,1224.0,0.166,1978.0,2.0,Single Family Residence,539900.0
0,"""15168 Geranium St",['Fontana'],92336,3.0,2.5,1617.0,0.168,1993.0,2.0,Single Family Residence,702000.0
1,"""6985 Sagebrush Way",['Fontana'],92336,4.0,3.0,2301.0,0.083,2017.0,2.0,Single Family Residence,610000.0
2,"""5237 Jarvis Ln",['Fontana'],92336,3.0,2.0,1576.0,0.125,2022.0,2.0,Single Family Residence,657700.0
3,"""13624 Morgan St",['Fontana'],92336,4.0,3.0,2530.0,0.165,1988.0,3.0,Single Family Residence,748000.0
4,"""6631 Cherimoya Ave",['Fontana'],92336,4.0,2.0,1869.0,0.23,2004.0,3.0,Single Family Residence,629000.0
5,"""5241 Antero Ct",['Fontana'],92336,4.0,3.5,2617.0,0.15,2022.0,2.0,Single Family Residence,793442.0
6,"""6943 Lisa Dr",['Fontana'],92336,3.0,2.0,2081.0,0.117,2004.0,2.0,Single Family Residence,648000.0
7,"""5572 Bertini Way",['Fontana'],92336,3.0,2.5,1689.0,0.092,2017.0,2.0,Single Family Residence,679900.0
8,"""13490 Dana Ct",['Fontana'],92336,4.0,2.0,1724.0,0.138,1989.0,2.0,Single Family Residence,698000.0
9,"""15464 American Way",['Fontana'],92336,5.0,2.0,2963.0,0.144,2003.0,3.0,Single Family Residence,799000.0
10,"""15415 Caroline St",['Fontana'],92336,4.0,2.0,1874.0,0.139,2000.0,3.0,Single Family Residence,688000.0
11,"""15044 Cory Way",['Fontana'],92336,5.0,2.5,3340.0,0.185,2004.0,3.0,Single Family Residence,825000.0
12,"""18116 Montgomery Ave",['Fontana'],92336,3.0,2.0,1203.0,0.224,1987.0,2.0,Single Family Residence,597500.0
13,"""7143 Providence Way",['Fontana'],92336,4.0,2.5,2758.0,0.186,2005.0,3.0,Single Family Residence,719900.0
14,"""7318 Meade Ct",['Fontana'],92336,4.0,2.5,2407.0,0.126,2002.0,2.0,Single Family Residence,724900.0
15,"""7884 Tapia Ct",['Fontana'],92336,3.0,2.5,1472.0,0.11,1988.0,2.0,Single Family Residence,664900.0
16,"""7373 Cypress Ave",['Fontana'],92336,3.0,2.5,1560.0,0.179,1984.0,2.0,Single Family Residence,629999.0
17,"""17350 Reed St",['Fontana'],92336,3.0,1.5,1159.0,0.186,1965.0,2.0,Single Family Residence,569900.0
18,"""7608 Foxtail Ln",['Fontana'],92336,3.0,2.5,1617.0,0.108,1991.0,2.0,Single Family Residence,649000.0
19,"""7655 Niagara Ct",['Fontana'],92336,5.0,3.0,2534.0,0.165,1985.0,2.0,Single Family Residence,729000.0
20,"""16270 Summerset St",['Fontana'],92336,4.0,3.0,2727.0,0.194,2006.0,3.0,Single Family Residence,698000.0
21,"""8098 Sorrento St",['Fontana'],92336,4.0,2.5,2202.0,0.184,1990.0,3.0,Single Family Residence,689000.0
22,"""5424 Massa Way",['Fontana'],92336,4.0,3.0,2664.0,0.093,2012.0,2.0,Single Family Residence,724900.0
23,"""4887 Cloudcrest Way",['Fontana'],92336,5.0,5.5,3691.0,0.159,2013.0,3.0,Single Family Residence,949900.0
24,"""13661 Kings Canyon Ct",['Fontana'],92336,4.0,2.5,1712.0,0.11,1988.0,2.0,Single Family Residence,670000.0
25,"""15519 Spruce Tree Way",['Fontana'],92336,3.0,2.0,1765.0,0.115,2003.0,2.0,Single Family Residence,659000.0
26,"""15725 Kings Peak Dr",['Fontana'],92336,5.0,3.0,2722.0,0.122,2022.0,2.0,Single Family Residence,800763.0
27,"""15699 Kings Peak Dr",['Fontana'],92336,3.0,2.0,1576.0,0.119,2022.0,2.0,Single Family Residence,690910.0
28,"""16705 Petrus Ln",['Fontana'],92336,4.0,3.0,2388.0,0.072,2022.0,2.0,Single Family Residence,642900.0
29,"""16540 Fairfax Dr",['Fontana'],92336,4.0,2.5,2052.0,0.199,2004.0,2.0,Single Family Residence,654000.0
30,"""15995 Notre Dame Street",['Fontana'],92336,4.0,3.0,3031.0,0.138,2019.0,3.0,Single Family Residence,818000.0
0,"""177 Manor Dr",['Bay Point'],94565,3.0,1.0,980.0,0.119,1947.0,1.0,Single Family Residence,449900.0
1,"""3846 Shasta Cir",['Pittsburg'],94565,3.0,2.0,1467.0,0.142,1955.0,1.0,Single Family Residence,595000.0
2,"""755 Seeno St",['Pittsburg'],94565,3.0,1.0,1236.0,0.126,1950.0,2.0,Single Family Residence,440000.0
3,"""4264 Ridge Dr",['Pittsburg'],94565,3.0,2.0,1558.0,0.171,1961.0,2.0,Single Family Residence,585000.0
4,"""621 Corliss St",['Bay Point'],94565,3.0,2.5,1426.0,0.106,1994.0,2.0,Single Family Residence,699000.0
5,"""25 Cove Way",['Pittsburg'],94565,3.0,2.0,1335.0,0.147,1973.0,2.0,Single Family Residence,575000.0
6,"""757 Andrea Way",['Pittsburg'],94565,4.0,2.0,1430.0,0.138,1981.0,2.0,Single Family Residence,628888.0
7,"""946 Rock Ridge Way",['Pittsburg'],94565,3.0,2.0,1537.0,0.2,1984.0,2.0,Single Family Residence,697000.0
8,"""370 Warren Way",['Pittsburg'],94565,3.0,1.0,1024.0,0.115,1953.0,2.0,Single Family Residence,497000.0
9,"""1730 Kingsly Dr",['Pittsburg'],94565,4.0,2.0,1497.0,0.174,1973.0,2.0,Single Family Residence,649950.0
10,"""35 Oakridge Ct",['Pittsburg'],94565,4.0,2.0,1844.0,0.31,1974.0,2.0,Single Family Residence,684900.0
11,"""402 Travis",['Pittsburg'],94565,4.0,3.0,1985.0,0.095,2004.0,2.0,Single Family Residence,575000.0
12,"""18 El Tambor Ct",['Bay Point'],94565,5.0,3.0,2734.0,0.169,2013.0,2.0,Single Family Residence,995000.0
13,"""3843 Brookside Drive",['Pittsburg'],94565,3.0,1.0,1053.0,0.141,1955.0,1.0,Single Family Residence,499000.0
14,"""4202 Hillview Dr",['Pittsburg'],94565,3.0,2.0,1132.0,0.219,1957.0,2.0,Single Family Residence,600000.0
15,"""2140 Abbott Ave",['Pittsburg'],94565,3.0,2.0,1040.0,0.126,1960.0,2.0,Single Family Residence,445000.0
16,"""687 Rockspray Cir",['Pittsburg'],94565,4.0,2.5,2135.0,0.086,2003.0,2.0,Single Family Residence,670000.0
17,"""1811 Santa Rita Dr",['Pittsburg'],94565,5.0,4.5,3723.0,0.15,2005.0,3.0,Single Family Residence,935000.0
18,"""76 Randolph Rd",['Pittsburg'],94565,3.0,2.0,1207.0,0.15,1953.0,0.0,Single Family Residence,518000.0
19,"""2127 Ackerman Dr",['Pittsburg'],94565,4.0,2.0,1495.0,0.164,1984.0,2.0,Single Family Residence,649000.0
20,"""35 Rapallo Ct",['Bay Point'],94565,3.0,2.5,1895.0,0.107,1991.0,2.0,Single Family Residence,719000.0
21,"""1060 Mepham Dr",['Pittsburg'],94565,4.0,2.5,1996.0,0.091,1989.0,2.0,Single Family Residence,594000.0
22,"""49 Nautilus Pl",['Pittsburg'],94565,3.0,1.5,1148.0,0.146,1976.0,2.0,Single Family Residence,599000.0
23,"""711 Preservation St",['Pittsburg'],94565,5.0,3.0,2279.0,0.115,2004.0,2.0,Single Family Residence,679000.0
24,"""4056 Sarasta Bay Dr",['Pittsburg'],94565,3.0,2.5,2529.0,0.159,2015.0,2.0,Single Family Residence,899000.0
25,"""2318 Verona Dr",['Bay Point'],94565,4.0,2.5,2391.0,0.072,2015.0,2.0,Single Family Residence,784888.0
26,"""7 Bryce Ave",['Pittsburg'],94565,4.0,2.0,1738.0,0.179,1974.0,2.0,Single Family Residence,669000.0
27,"""180 Versailles Pl",['Pittsburg'],94565,4.0,2.5,2044.0,0.29,1977.0,2.0,Single Family Residence,799000.0
28,"""111 Sandpiper Dr",['Pittsburg'],94565,3.0,2.0,1472.0,0.11,1990.0,2.0,Single Family Residence,575000.0
29,"""69 Bayview Ave",['Bay Point'],94565,3.0,2.5,1973.0,0.161,2017.0,2.0,Single Family Residence,699000.0
30,"""2217 Daffodil Dr",['Pittsburg'],94565,4.0,2.5,1823.0,0.302,1984.0,0.0,Single Family Residence,675000.0
0,"""12219 Ramona Ave",['Hawthorne'],90250,5.0,3.0,1986.0,0.133,1927.0,2.0,Single Family Residence,1079000.0
1,"""12203 Ramona Ave",['Hawthorne'],90250,3.0,3.0,1226.0,0.133,1923.0,2.0,Single Family Residence,980000.0
2,"""14014 Kornblum Ave",['Hawthorne'],90250,5.0,3.0,1599.0,0.116,1951.0,3.0,Single Family Residence,550000.0
3,"""5444 W 124th St",['Hawthorne'],90250,2.0,1.0,867.0,0.115,1950.0,1.0,Single Family Residence,879000.0
4,"""5427 W 135th St",['Hawthorne'],90250,3.0,2.0,1384.0,0.115,1955.0,2.0,Single Family Residence,1199900.0
5,"""12319 Oxford Ave",['Hawthorne'],90250,3.0,1.5,1338.0,0.136,1953.0,2.0,Single Family Residence,799000.0
6,"""13919 Grevillea Ave",['Hawthorne'],90250,3.0,1.0,1328.0,0.14,1948.0,2.0,Single Family Residence,949000.0
7,"""5006 W 120th St",['Hawthorne'],90250,3.0,2.0,961.0,0.152,1941.0,1.0,Single Family Residence,829999.0
8,"""4915 W 139th St",['Hawthorne'],90250,3.0,2.0,1480.0,0.116,1951.0,2.0,Single Family Residence,1249000.0
9,"""5247 W 125th St",['Hawthorne'],90250,2.0,1.0,872.0,0.116,1950.0,1.0,Single Family Residence,839000.0
10,"""13734 Shoup Ave",['Hawthorne'],90250,3.0,2.0,1107.0,0.121,1947.0,2.0,Single Family Residence,849000.0
11,"""11700 Cedar Ave",['Hawthorne'],90250,3.0,2.0,1410.0,0.088,1968.0,2.0,Single Family Residence,900000.0
12,"""5107 W 133rd St",['Hawthorne'],90250,7.0,5.0,2522.0,0.14,1947.0,0.0,Single Family Residence,1699000.0
13,"""4916 W 133rd St",['Hawthorne'],90250,3.0,1.0,1023.0,0.121,1946.0,2.0,Single Family Residence,899900.0
14,"""4803 W 121st St",['Hawthorne'],90250,4.0,2.0,2298.0,0.126,1957.0,2.0,Single Family Residence,1549000.0
15,"""4903 W 141st St",['Hawthorne'],90250,2.0,1.0,931.0,0.103,1950.0,2.0,Single Family Residence,789000.0
16,"""12301 Ramona Ave",['Hawthorne'],90250,3.0,2.0,1650.0,0.127,1962.0,2.0,Single Family Residence,1224900.0
17,"""4844 W 132nd St",['Hawthorne'],90250,3.0,1.0,1144.0,0.121,1964.0,2.0,Single Family Residence,1075000.0
18,"""3121 W 133rd St",['Hawthorne'],90250,3.0,1.0,1308.0,0.127,1940.0,0.0,Single Family Residence,799000.0
19,"""13818 Washington Ave",['Hawthorne'],90250,4.0,2.0,1512.0,0.099,1941.0,2.0,Single Family Residence,925000.0
20,"""12335 Inglewood Ave",['Hawthorne'],90250,2.0,2.0,1412.0,0.115,1948.0,2.0,Single Family Residence,725000.0
21,"""12134 Oxford Ave",['Hawthorne'],90250,2.0,1.0,854.0,0.09,1910.0,1.0,Single Family Residence,550000.0
22,"""11604 Atkinson Ave",['Hawthorne'],90250,4.0,2.0,1623.0,0.128,1954.0,2.0,Single Family Residence,1099000.0
23,"""4515 W 136th St",['Hawthorne'],90250,4.0,4.0,2023.0,0.138,1941.0,2.0,Single Family Residence,1100000.0
24,"""5007 W 118th St",['Hawthorne'],90250,3.0,1.0,1033.0,0.161,1941.0,2.0,Single Family Residence,789000.0
25,"""5248 W 135th St",['Hawthorne'],90250,3.0,2.0,2132.0,0.115,1986.0,2.0,Single Family Residence,1349000.0
26,"""3806 W 119th Pl",['Hawthorne'],90250,2.0,1.0,837.0,0.13,1940.0,2.0,Single Family Residence,720000.0
27,"""4811 W 137th Pl",['Hawthorne'],90250,3.0,1.0,1012.0,0.121,1956.0,6.0,Single Family Residence,1000000.0
28,"""4078 W 132nd St",['Hawthorne'],90250,4.0,1.0,1374.0,0.2,1951.0,2.0,Single Family Residence,949000.0
29,"""11618 Tarron Ave",['Hawthorne'],90250,3.0,2.0,1192.0,0.127,1954.0,2.0,Single Family Residence,699000.0
30,"""13851 Jefferson Ave",['Hawthorne'],90250,3.0,2.0,1400.0,0.101,1941.0,0.0,Single Family Residence,820000.0
0,"""6025 Gundry Ave",['Long Beach'],90805,2.0,1.0,1230.0,0.108,1940.0,2.0,Single Family Residence,640000.0
1,"""1901 E Poinsettia St",['Long Beach'],90805,4.0,2.0,1585.0,0.127,1924.0,2.0,Single Family Residence,765000.0
2,"""314 E Artesia Ln",['Long Beach'],90805,4.0,2.0,1851.0,0.102,1971.0,2.0,Single Family Residence,815000.0
3,"""55 W Market St",['Long Beach'],90805,3.0,1.0,884.0,0.103,1923.0,2.0,Single Family Residence,550000.0
4,"""5477 Myrtle Ave",['Long Beach'],90805,3.0,2.0,1252.0,0.136,1923.0,2.0,Single Family Residence,739900.0
5,"""6057 Jaymills Ave",['Long Beach'],90805,2.0,1.0,1033.0,0.173,1947.0,1.0,Single Family Residence,699000.0
6,"""6602 Gale Ave",['Long Beach'],90805,3.0,1.0,1080.0,0.113,1951.0,2.0,Single Family Residence,729000.0
7,"""11 W Barclay St",['Long Beach'],90805,3.0,2.0,1469.0,0.137,1956.0,2.0,Single Family Residence,764998.0
8,"""5417 Olive Ave",['Long Beach'],90805,3.0,2.0,1230.0,0.13,1938.0,2.0,Single Family Residence,674900.0
9,"""6425 Orizaba Ave",['Long Beach'],90805,3.0,2.0,1463.0,0.101,1939.0,0.0,Single Family Residence,995000.0
10,"""120 E 59th St",['Long Beach'],90805,3.0,2.0,1580.0,0.147,1947.0,2.0,Single Family Residence,850000.0
11,"""3522 E La Jara St",['Long Beach'],90805,2.0,1.0,800.0,0.117,1950.0,1.0,Single Family Residence,550000.0
12,"""280 E Market",['Long Beach'],90805,2.0,1.0,968.0,1.377,1955.0,2.0,Single Family Residence,639000.0
13,"""5373 Locust Ave",['Long Beach'],90805,2.0,1.0,1117.0,0.068,1993.0,1.0,Single Family Residence,659000.0
14,"""1724 E Artesia Bld",['Long Beach'],90805,2.0,1.0,1060.0,0.092,1929.0,2.0,Single Family Residence,599900.0
15,"""5465 Cerritos Ave",['Long Beach'],90805,3.0,2.0,1303.0,0.097,1924.0,2.0,Single Family Residence,675000.0
16,"""1721 E 59th St",['Long Beach'],90805,3.0,1.0,968.0,0.109,1952.0,1.0,Single Family Residence,650000.0
17,"""160 E Mountain View St",['Long Beach'],90805,3.0,2.0,1449.0,0.092,1926.0,1.0,Single Family Residence,670000.0
18,"""1308 E Poppy St",['Long Beach'],90805,2.0,1.0,1325.0,0.129,1932.0,2.0,Single Family Residence,699000.0
